Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Alt Text,SEO Title,SEO Description,Cost per item
judydoll-slim-gel-eyeliner-0-06g,,,,,,,KY-10098-1,454.63,,TRUE,TRUE,100,deny,,,,,
judydoll-slim-gel-eyeliner-0-06g,,,,,,,KY-10098-2,454.63,,TRUE,TRUE,100,deny,,,,,
judydoll-peel-off-stain-and-plumping-oil-duo-2-4g-2g,JUDYDOLL Peel Off Stain and Plumping Oil Duo (2.4g + 2g),"<p><strong>The Skin Boutique Curates: JUDYDOLL Peel Off Stain and Plumping Oil Duo (2.4g + 2g)</strong></p>
<p>JUDYDOLL Peel Off Stain and Plumping Oil combined long lasting 'shell' stain with a dazzling pluming gloss, creating a glittery, glossy diamond macaron effect that's both full looking and endlessly wearable. It’s packed with shea butter, jojoba seed oil and Vitamin E to keep your pout soft and kissable all day long.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",JUDYDOLL,Lip Tint,"kbeauty, JUDYDOLL, Lip Tint",TRUE,KY-10099-0,537.29,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/61CR7sKC1sL._SX679.png?v=1772809818,JUDYDOLL - JUDYDOLL Peel Off Stain and Plumping Oil Duo (2.4g + 2g),JUDYDOLL Peel Off Stain and Plumping Oil Duo (2.4g + 2g) | The Skin Boutique,"The Skin Boutique Curates: JUDYDOLL Peel Off Stain and Plumping Oil Duo (2.4g + 2g) JUDYDOLL Peel Off Stain and Plumping Oil combined long lasting 'shell' stain with a dazzling pluming gloss, creating a glittery, glossy diamond macaron effect that's both full looking and endlessly wearable. It’s packed with shea butter",278.85
judydoll-peel-off-stain-and-plumping-oil-duo-2-4g-2g,,,,,,,KY-10099-1,537.29,,TRUE,TRUE,100,deny,,,,,
judydoll-peel-off-stain-and-plumping-oil-duo-2-4g-2g,,,,,,,KY-10099-2,537.29,,TRUE,TRUE,100,deny,,,,,
judydoll-peel-off-stain-and-plumping-oil-duo-2-4g-2g,,,,,,,KY-10099-3,537.29,,TRUE,TRUE,100,deny,,,,,
judydoll-peel-off-stain-and-plumping-oil-duo-2-4g-2g,,,,,,,KY-10099-4,537.29,,TRUE,TRUE,100,deny,,,,,
jmella-in-france-favorite-perfume-hand-cream-set-50ml-x-5,JMELLA In France Favorite Perfume Hand Cream Set (50ml x 5),"<p><strong>The Skin Boutique Curates: JMELLA In France Favorite Perfume Hand Cream Set (50ml x 5)</strong></p>
<p>A South Korean non-sticky hand cream set containing 5 types of delightful hand creams from Favorite Perfume that add a touch of mood to everyday life. When you want to improve your mood, add a scent that matches your mood. The moment when you need inspiration and healing with a pleasant aroma is the scented cream for your hands. If you want to give your hands beautiful care and an unforgettable aroma, these products are for you.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",JMELLA,Hand Cream,"kbeauty, JMELLA, Hand Cream",TRUE,KY-10100,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/JMELLA_In_France_Favorite_Perfume_Hand_Cream_Set__50ml_x_5_-removebg-preview.png?v=1766249844,JMELLA - JMELLA In France Favorite Perfume Hand Cream Set (50ml x 5),JMELLA In France Favorite Perfume Hand Cream Set (50ml x 5) | The Skin Boutique,"The Skin Boutique Curates: JMELLA In France Favorite Perfume Hand Cream Set (50ml x 5) A South Korean non-sticky hand cream set containing 5 types of delightful hand creams from Favorite Perfume that add a touch of mood to everyday life. When you want to improve your mood, add a scent that matches your mood. The moment",343.20
numbuzin-no-1-pure-full-calming-herb-toner-300ml,numbuzin No.1 Pure-Full Calming Herb Toner (300ml),"<p><strong>The Skin Boutique Curates: numbuzin No.1 Pure-Full Calming Herb Toner (300ml)</strong></p>
<p>A calming and refreshing toner that soothes the skin and restores water-oil balance</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",numbuzin,Toner,"kbeauty, numbuzin, Toner",TRUE,KY-10101,991.91,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NUMBUZIN_No.1_Pure-full_Calming_Herb_Toner_Korean_face_toner__13438.1691316664.jpg?v=1718737182,numbuzin - numbuzin No.1 Pure-Full Calming Herb Toner (300ml),numbuzin No.1 Pure-Full Calming Herb Toner (300ml) | The Skin Boutique,The Skin Boutique Curates: numbuzin No.1 Pure-Full Calming Herb Toner (300ml) A calming and refreshing toner that soothes the skin and restores water-oil balance Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,514.80
its-skin-hyaluronic-acid-moisture-emulsion-150ml,ITS SKIN Hyaluronic Acid Moisture Emulsion (150ml),"<p><strong>The Skin Boutique Curates: ITS SKIN Hyaluronic Acid Moisture Emulsion (150ml)</strong></p>
<p>An emulsion boosts the skin’s moisture levels in order to maintain healthy skin</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ITS Skin,Emulsion,"kbeauty, ITS Skin, Emulsion",TRUE,KY-10102,619.95,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Hyaluronic-Acid-Moisture-Emulsion-8809663576059a.jpg?v=1716317509,ITS Skin - ITS SKIN Hyaluronic Acid Moisture Emulsion (150ml),ITS SKIN Hyaluronic Acid Moisture Emulsion (150ml) | The Skin Boutique,The Skin Boutique Curates: ITS SKIN Hyaluronic Acid Moisture Emulsion (150ml) An emulsion boosts the skin’s moisture levels in order to maintain healthy skin Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,321.75
jmella-in-france-favorite-perfume-body-lotion-500ml,JMELLA In France Favorite Perfume Body Lotion (500ml),"<p><strong>The Skin Boutique Curates: JMELLA In France Favorite Perfume Body Lotion (500ml)</strong></p>
<p>A fragrant and hypoallergenic body lotion with premium French fragrance.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",JMELLA,Body Lotion,"kbeauty, JMELLA, Body Lotion",TRUE,KY-10103-0,330.64,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/jmella-jmella-in-france-blooming-peony-body-lotion-500ml-729925_1800x1800_7061d953-7f2c-42dd-b2b9-f4ebdb1cbdff.jpg?v=1695754979,JMELLA - JMELLA In France Favorite Perfume Body Lotion (500ml),JMELLA In France Favorite Perfume Body Lotion (500ml) | The Skin Boutique,The Skin Boutique Curates: JMELLA In France Favorite Perfume Body Lotion (500ml) A fragrant and hypoallergenic body lotion with premium French fragrance. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,171.60
jmella-in-france-favorite-perfume-body-lotion-500ml,,,,,,,KY-10103-1,330.64,,TRUE,TRUE,100,deny,,,,,
jmella-in-france-favorite-perfume-body-lotion-500ml,,,,,,,KY-10103-2,330.64,,TRUE,TRUE,100,deny,,,,,
medicube-kojic-acid-turmeric-vita-capsule-cream-53g,Medicube Kojic Acid Turmeric Vita Capsule Cream (53g),"<p><strong>The Skin Boutique Curates: Medicube Kojic Acid Turmeric Vita Capsule Cream (53g)</strong></p>
<p>MEDICUBE Kojic Acid Turmeric Vita Capsule Cream combines brightening and hydration in one luxurious formula. Kojic acid and turmeric work together to fade dark spots and even skin tone, while niacinamide and vitamin C revitalize dull, tired complexion. The innovative capsule cream texture releases active ingredients smoothly across skin for maximum efficacy.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Medicube,Cream,"kbeauty, Medicube, Cream",TRUE,KY-10104,1157.23,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/MedicubeKojicAcidTurmericVitaCapsuleCream.png?v=1773680920,Medicube - Medicube Kojic Acid Turmeric Vita Capsule Cream (53g),Medicube Kojic Acid Turmeric Vita Capsule Cream (53g) | The Skin Boutique,"The Skin Boutique Curates: Medicube Kojic Acid Turmeric Vita Capsule Cream (53g) MEDICUBE Kojic Acid Turmeric Vita Capsule Cream combines brightening and hydration in one luxurious formula. Kojic acid and turmeric work together to fade dark spots and even skin tone, while niacinamide and vitamin C revitalize dull, tire",600.60
medicube-kojic-acid-turmeric-vita-jelly-mist-serum-100ml,Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml),"<p><strong>The Skin Boutique Curates: Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml)</strong></p>
<p>Experience the best of K-Beauty with Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml) by Medicube — a premium formula crafted to transform your skincare routine.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Medicube,Serum,"kbeauty, Medicube, Serum",TRUE,KY-10105,867.92,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Medicube_Kojic_Acid_Turmeric_Vita_Jelly_Mist_Serum.png?v=1773075131,Medicube - Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml),Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml) | The Skin Boutique,The Skin Boutique Curates: Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml) Experience the best of K-Beauty with Medicube Kojic Acid Turmeric Vita Jelly Mist Serum (100ml) by Medicube — a premium formula crafted to transform your skincare routine. Authentically sourced and independently curated by The Skin Bo,450.45
medicube-deep-vita-c-capsule-serum-30ml,Medicube Deep Vita C Capsule Serum (30ml),"<p><strong>The Skin Boutique Curates: Medicube Deep Vita C Capsule Serum (30ml)</strong></p>
<p>Medicube Deep Vita C Capsule Serum is encapsulated with 99% pure Vitamin C that bursts upon application, instantly energizing dull and tired complexions while targeting uneven tone and blemishes. The vitamin-rich formula works to brighten and clarify for refined, revitalized skin. Enhanced with Niacinamide, Hyaluronic Acid, Glutathione, and Tocopherol, this serum delivers deep hydration and supports a plump, dewy glow while smoothing skin texture. It is formulated with advanced liposome technology for even, seamless absorption.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Medicube,Serum,"kbeauty, Medicube, Serum",TRUE,KY-10106,743.94,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/medicubedeepvitaccapsuleserum.png?v=1773499388,Medicube - Medicube Deep Vita C Capsule Serum (30ml),Medicube Deep Vita C Capsule Serum (30ml) | The Skin Boutique,"The Skin Boutique Curates: Medicube Deep Vita C Capsule Serum (30ml) Medicube Deep Vita C Capsule Serum is encapsulated with 99% pure Vitamin C that bursts upon application, instantly energizing dull and tired complexions while targeting uneven tone and blemishes. The vitamin-rich formula works to brighten and clarify ",386.10
dr-althea-marine-anti-blemish-mask,Dr. Althea Marine Anti-Blemish Mask,"<p><strong>The Skin Boutique Curates: Dr. Althea Marine Anti-Blemish Mask</strong></p>
<p>Dr. Althea Marine Anti-Blemish Mask harnesses the power of Crithmum Maritimum Extract and premium Lactobacillus to gently lift away dead skin cells and reveal smoother, more radiant skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Dr. Althea,Sheet Masks,"kbeauty, Dr. Althea, Sheet Masks",TRUE,KY-10107-0,206.65,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Dr._Althea_Marine_Anti-Blemish_Mask.png?v=1774016803,Dr. Althea - Dr. Althea Marine Anti-Blemish Mask,Dr. Althea Marine Anti-Blemish Mask | The Skin Boutique,"The Skin Boutique Curates: Dr. Althea Marine Anti-Blemish Mask Dr. Althea Marine Anti-Blemish Mask harnesses the power of Crithmum Maritimum Extract and premium Lactobacillus to gently lift away dead skin cells and reveal smoother, more radiant skin. Authentically sourced and independently curated by The Skin Boutique ",107.25
dr-althea-marine-anti-blemish-mask,,,,,,,KY-10107-1,743.94,,TRUE,TRUE,100,deny,,,,,
dr-althea-pdrn-reju-5000-cream-20g,Dr.Althea PDRN Reju 5000 Cream (20g),"<p><strong>The Skin Boutique Curates: Dr.Althea PDRN Reju 5000 Cream (20g)</strong></p>
<p>Dr. Althea's PDRN Reju 5000 Cream is a biome-powered vegan formula packed with 5,000 ppm PDRN and Centella Asiatica Leaf Water to restore skin texture and firmness. This lightweight, non-greasy cream absorbs seamlessly and layers effortlessly for personalized hydration and elasticity care.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Dr. Althea,Cream,"kbeauty, Dr. Althea, Cream",TRUE,KY-10108,950.58,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Dr._Althea_PDRN_Reju_5000.png?v=1773503089,Dr. Althea - Dr.Althea PDRN Reju 5000 Cream (20g),Dr.Althea PDRN Reju 5000 Cream (20g) | The Skin Boutique,"The Skin Boutique Curates: Dr.Althea PDRN Reju 5000 Cream (20g) Dr. Althea's PDRN Reju 5000 Cream is a biome-powered vegan formula packed with 5,000 ppm PDRN and Centella Asiatica Leaf Water to restore skin texture and firmness. This lightweight, non-greasy cream absorbs seamlessly and layers effortlessly for personali",493.35
nida-retinol-glowy-lip-serum-7g,NIDA Retinol Glowy Lip Serum (7g),"<p><strong>The Skin Boutique Curates: NIDA Retinol Glowy Lip Serum (7g)</strong></p>
<p>NIDA Retinol Glowy Lip Serum is a Korean, vegan, and cruelty-free, high-shine treatment designed to plump, hydrate, and smooth lip wrinkles. Featuring a blend of Retinol, Peptide Complex, and Hyaluronic Acid, this serum creates a, glassy, and, bouncy, finish, with a light, tingling sensation to instantly turn up the volume of your natural lips.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Lip Sleeping Mask,"kbeauty, NIDA, Lip Sleeping Mask",TRUE,KY-10109,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NDLS01-01.webp?v=1773679312,NIDA - NIDA Retinol Glowy Lip Serum (7g),NIDA Retinol Glowy Lip Serum (7g) | The Skin Boutique,"The Skin Boutique Curates: NIDA Retinol Glowy Lip Serum (7g) NIDA Retinol Glowy Lip Serum is a Korean, vegan, and cruelty-free, high-shine treatment designed to plump, hydrate, and smooth lip wrinkles. Featuring a blend of Retinol, Peptide Complex, and Hyaluronic Acid, this serum creates a, glassy, and, bouncy, finish,",364.65
nida-revive-eye-cream-for-face-and-neck-40ml,NIDA Revive Eye Cream For Face And Neck (40ml),"<p><strong>The Skin Boutique Curates: NIDA Revive Eye Cream For Face And Neck (40ml)</strong></p>
<p>NIDA Revive Eye Cream For Face And Neck is a luxurious eye cream that smooths wrinkles and fine lines for a radiant and youthful glow. It is infused with retinal, probiotic solutions, and peptide complex, to rejuvenate and nourish the skin, helping it radiate beauty and sophistication.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Cream,"kbeauty, NIDA, Cream",TRUE,KY-10110,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NIDA_Revive_Eye_Cream_For_Face_And_Neck_40ml.png?v=1774539612,NIDA - NIDA Revive Eye Cream For Face And Neck (40ml),NIDA Revive Eye Cream For Face And Neck (40ml) | The Skin Boutique,"The Skin Boutique Curates: NIDA Revive Eye Cream For Face And Neck (40ml) NIDA Revive Eye Cream For Face And Neck is a luxurious eye cream that smooths wrinkles and fine lines for a radiant and youthful glow. It is infused with retinal, probiotic solutions, and peptide complex, to rejuvenate and nourish the skin, helpi",364.65
nida-youthful-formula-ultimate-moisturizing-cream-100ml,NIDA Youthful Formula™ Ultimate Moisturizing Cream (100ml),"<p><strong>The Skin Boutique Curates: NIDA Youthful Formula™ Ultimate Moisturizing Cream (100ml)</strong></p>
<p>NIDA Ultimate Moisturizing Cream uses c arefully balanced active ingredients to provide continuous nourishment throughout the day and night, helping improve skin texture and elasticity. It is infused with Centella Asiatica and Aiacinamide, to help calm visible irritation while reinforcing the skin’s natural moisture barrier. This helps prevent moisture loss, supports balanced skin condition, and promotes a more even, refined-looking complexion over time. The non-greasy finish leaves skin feeling soft, resilient, and naturally radiant—perfect for achieving a clean, glass-skin look.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Cream,"kbeauty, NIDA, Cream",TRUE,KY-10111,619.95,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/qu8xjatcmph6j60qy0e18kpmokmm.webp?v=1773156870,NIDA - NIDA Youthful Formula™ Ultimate Moisturizing Cream (100ml),NIDA Youthful Formula™ Ultimate Moisturizing Cream (100ml) | The Skin Boutique,"The Skin Boutique Curates: NIDA Youthful Formula™ Ultimate Moisturizing Cream (100ml) NIDA Ultimate Moisturizing Cream uses c arefully balanced active ingredients to provide continuous nourishment throughout the day and night, helping improve skin texture and elasticity. It is infused with Centella Asiatica and Aiacina",321.75
nida-overnight-lip-mask-20g,NIDA Overnight Lip Mask (20g),"<p><strong>The Skin Boutique Curates: NIDA Overnight Lip Mask (20g)</strong></p>
<p>NIDA Overnight Lip Mask in the ""Very Berry"" scent, designed to nourish and plump lips. This non-sticky formula suitable for overnight use and can i nstantly quench dry, cracked, and dehydrated lips while giving a natural plumping effect. Enjoy a delicious Very Berry taste that makes your nighttime lip care routine a treat.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Lip Sleeping Mask,"kbeauty, NIDA, Lip Sleeping Mask",TRUE,KY-10112,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NIDA_Overnight_Lip_Mask_20g.png?v=1774452098,NIDA - NIDA Overnight Lip Mask (20g),NIDA Overnight Lip Mask (20g) | The Skin Boutique,"The Skin Boutique Curates: NIDA Overnight Lip Mask (20g) NIDA Overnight Lip Mask in the ""Very Berry"" scent, designed to nourish and plump lips. This non-sticky formula suitable for overnight use and can i nstantly quench dry, cracked, and dehydrated lips while giving a natural plumping effect. Enjoy a delicious Very Be",364.65
nida-black-rice-blackhead-exfoliating-serum-50ml,NIDA Black Rice Blackhead Exfoliating Serum (50ml),"<p><strong>The Skin Boutique Curates: NIDA Black Rice Blackhead Exfoliating Serum (50ml)</strong></p>
<p>NIDA Black Rice Blackhead Exfoliating Serum, a skincare item designed to purge pores and remove blackheads without causing dryness. It contains ingredients such as Black Rice Bran Extract for brightening, along with AHA and BHA for exfoliating dead skin cells and refining pores. This serum balances oil-moisture levels, hydrates, soothes skin, and minimizes pore visibility for a smoother, clearer complexion.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Serum,"kbeauty, NIDA, Serum",TRUE,KY-10113,785.27,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NIDA_Black_Rice_Blackhead_Exfoliating_Serum_50ml.png?v=1774460636,NIDA - NIDA Black Rice Blackhead Exfoliating Serum (50ml),NIDA Black Rice Blackhead Exfoliating Serum (50ml) | The Skin Boutique,"The Skin Boutique Curates: NIDA Black Rice Blackhead Exfoliating Serum (50ml) NIDA Black Rice Blackhead Exfoliating Serum, a skincare item designed to purge pores and remove blackheads without causing dryness. It contains ingredients such as Black Rice Bran Extract for brightening, along with AHA and BHA for exfoliatin",407.55
nida-peptide-propolis-renewal-serum-50ml,NIDA Peptide Propolis Renewal Serum (50ml),"<p><strong>The Skin Boutique Curates: NIDA Peptide Propolis Renewal Serum (50ml)</strong></p>
<p>NIDA Peptide Propolis Renewal Serum is a concentrated facial serum that helps revitalize the skin, improve firmness, and promote a more even and radiant complexion. Its formula combines peptides, propolis, and adenosine to support skin regeneration, smooth texture, and strengthen the skin barrier, leaving the face looking healthy and rejuvenated. Indulge in a complete, multi-step serum experience for visibly refreshed, revitalized, and luminous skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Serum,"kbeauty, NIDA, Serum",TRUE,KY-10114,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NIDA_Peptide_Propolis_Renewal_Serum_50ml.png?v=1774536162,NIDA - NIDA Peptide Propolis Renewal Serum (50ml),NIDA Peptide Propolis Renewal Serum (50ml) | The Skin Boutique,"The Skin Boutique Curates: NIDA Peptide Propolis Renewal Serum (50ml) NIDA Peptide Propolis Renewal Serum is a concentrated facial serum that helps revitalize the skin, improve firmness, and promote a more even and radiant complexion. Its formula combines peptides, propolis, and adenosine to support skin regeneration, ",364.65
nida-centella-hydrating-serum-50ml,NIDA Centella Hydrating Serum (50ml),"<p><strong>The Skin Boutique Curates: NIDA Centella Hydrating Serum (50ml)</strong></p>
<p>NIDA Centella Hydrating combines Centella Asiatica and Hyaluronic Acid to strengthen the skin barrier and calm irritation. It reduces redness, balances skin tone, and supports natural skin regeneration, great for those concerned with uneven skin texture. Use consistently for a balances and more healthy-looking complexion.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Serum,"kbeauty, NIDA, Serum",TRUE,KY-10115,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NIDA_Centella_Hydrating_Serum_50ml.png?v=1774537368,NIDA - NIDA Centella Hydrating Serum (50ml),NIDA Centella Hydrating Serum (50ml) | The Skin Boutique,"The Skin Boutique Curates: NIDA Centella Hydrating Serum (50ml) NIDA Centella Hydrating combines Centella Asiatica and Hyaluronic Acid to strengthen the skin barrier and calm irritation. It reduces redness, balances skin tone, and supports natural skin regeneration, great for those concerned with uneven skin texture. U",364.65
nida-youth-boosting-rice-milky-toner-150ml,NIDA Youth-Boosting Rice Milky Toner (150ml),"<p><strong>The Skin Boutique Curates: NIDA Youth-Boosting Rice Milky Toner (150ml)</strong></p>
<p>NIDA Youth-Boosting Rice Milky Toner is enriched with nutrient-packed Rice Bran Water to visibly boosts radiance and revitalizes dull skin. Designed to hydrate and smooth the skin, this toner is designed to deliver long-lasting hydration for a soft, smooth complexion all day. Experience that high-end, Korean-beauty glow that editors, influencers, and aestheticians swear by.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",NIDA,Serum,"kbeauty, NIDA, Serum",TRUE,KY-10116,826.59,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NDT02-01.png?v=1773351671,NIDA - NIDA Youth-Boosting Rice Milky Toner (150ml),NIDA Youth-Boosting Rice Milky Toner (150ml) | The Skin Boutique,"The Skin Boutique Curates: NIDA Youth-Boosting Rice Milky Toner (150ml) NIDA Youth-Boosting Rice Milky Toner is enriched with nutrient-packed Rice Bran Water to visibly boosts radiance and revitalizes dull skin. Designed to hydrate and smooth the skin, this toner is designed to deliver long-lasting hydration for a soft",429.00
axis-y-triple-pdrn-gel-toner-270ml,AXIS-Y Triple PDRN Gel Toner (270ml),"<p><strong>The Skin Boutique Curates: AXIS-Y Triple PDRN Gel Toner (270ml)</strong></p>
<p>This PDRN-infused gel toner hydrates deeply while strengthening your skin barrier, exfoliating gently, and restoring elasticity for a radiant, balanced complexion.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",AXIS-Y,Toner,"kbeauty, AXIS-Y, Toner",TRUE,KY-10117,1115.90,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/260108_axisyaxisy_90240_1.png?v=1772550448,AXIS-Y - AXIS-Y Triple PDRN Gel Toner (270ml),AXIS-Y Triple PDRN Gel Toner (270ml) | The Skin Boutique,"The Skin Boutique Curates: AXIS-Y Triple PDRN Gel Toner (270ml) This PDRN-infused gel toner hydrates deeply while strengthening your skin barrier, exfoliating gently, and restoring elasticity for a radiant, balanced complexion. Authentically sourced and independently curated by The Skin Boutique — your trusted destinat",579.15
torriden-balanceful-cica-cream-80ml,TORRIDEN Balanceful Cica Cream (80ml),"<p><strong>The Skin Boutique Curates: TORRIDEN Balanceful Cica Cream (80ml)</strong></p>
<p>A soothing and hydrating cream for sensitive, acne-prone skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Torriden,Cream,"kbeauty, Torriden, Cream",TRUE,KY-10118,991.91,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Torriden-Balanceful-Cica-Cream-80ml.jpg?v=1714158329,Torriden - TORRIDEN Balanceful Cica Cream (80ml),TORRIDEN Balanceful Cica Cream (80ml) | The Skin Boutique,"The Skin Boutique Curates: TORRIDEN Balanceful Cica Cream (80ml) A soothing and hydrating cream for sensitive, acne-prone skin. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",514.80
torriden-balanceful-cica-mask,TORRIDEN Balanceful Cica Mask,"<p><strong>The Skin Boutique Curates: TORRIDEN Balanceful Cica Mask</strong></p>
<p>A soothing and hydrating sheet mask for sensitive, combination skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Torriden,Sheet Masks,"kbeauty, Torriden, Sheet Masks",TRUE,KY-10119-0,123.99,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/balanceful-mask_1800x1800_4899860e-4f78-4add-b5d7-2e2eb9d59e12.jpg?v=1707713603,Torriden - TORRIDEN Balanceful Cica Mask,TORRIDEN Balanceful Cica Mask | The Skin Boutique,"The Skin Boutique Curates: TORRIDEN Balanceful Cica Mask A soothing and hydrating sheet mask for sensitive, combination skin. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",64.35
torriden-balanceful-cica-mask,,,,,,,KY-10119-1,1033.24,,TRUE,TRUE,100,deny,,,,,
medicube-exosome-cica-toner-210ml,Medicube Exosome Cica Toner (210ml),"<p><strong>The Skin Boutique Curates: Medicube Exosome Cica Toner (210ml)</strong></p>
<p>Daily soothing toner for balanced hydration and skin texture</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Medicube,Toner,"kbeauty, Medicube, Toner",TRUE,KY-10120,909.25,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Untitled_design_-_2024-09-15T165809.795.png?v=1754159778,Medicube - Medicube Exosome Cica Toner (210ml),Medicube Exosome Cica Toner (210ml) | The Skin Boutique,The Skin Boutique Curates: Medicube Exosome Cica Toner (210ml) Daily soothing toner for balanced hydration and skin texture Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,471.90
